Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
1060323628,551,cudaEventCreateWithFlags,0,1200,169841,169841,0,MPI Rank 0
1060353334,27160,cudaStreamCreate,0,1201,169841,169841,0,MPI Rank 0
1060380735,2274,cudaStreamCreate,0,1202,169841,169841,0,MPI Rank 0
1060450004,10690,cudaStreamSynchronize,0,1203,169841,169841,0,MPI Rank 0
1060463730,762382,cudaMalloc,0,1204,169841,169841,0,MPI Rank 0
1061232764,43121,cudaMemset,0,1205,169841,169841,0,MPI Rank 0
1061277438,30066,cudaDeviceSynchronize,0,1206,169841,169841,0,MPI Rank 0
1061759186,2956,cudaStreamSynchronize,0,1305,169841,169841,0,MPI Rank 0
1061762362,1076559,cudaMalloc,0,1306,169841,169841,0,MPI Rank 0
1062839712,12493,cudaMemset,0,1307,169841,169841,0,MPI Rank 0
1062852516,29876,cudaDeviceSynchronize,0,1308,169841,169841,0,MPI Rank 0
1062882813,1562,cudaStreamSynchronize,0,1309,169841,169841,0,MPI Rank 0
1062884586,156331,cudaMalloc,0,1310,169841,169841,0,MPI Rank 0
1063041639,10960,cudaMemset,0,1311,169841,169841,0,MPI Rank 0
1063052830,30987,cudaDeviceSynchronize,0,1312,169841,169841,0,MPI Rank 0
1063088817,1593,cudaStreamSynchronize,0,1313,169841,169841,0,MPI Rank 0
1063090620,1412205,cudaMalloc,0,1314,169841,169841,0,MPI Rank 0
1064503506,11141,cudaMemset,0,1315,169841,169841,0,MPI Rank 0
1064514867,19567,cudaDeviceSynchronize,0,1316,169841,169841,0,MPI Rank 0
1064534925,1502,cudaStreamSynchronize,0,1317,169841,169841,0,MPI Rank 0
1064536618,1488296,cudaMalloc,0,1318,169841,169841,0,MPI Rank 0
1066025615,10781,cudaMemset,0,1319,169841,169841,0,MPI Rank 0
1066036616,19977,cudaDeviceSynchronize,0,1320,169841,169841,0,MPI Rank 0
1066057024,1453,cudaStreamSynchronize,0,1321,169841,169841,0,MPI Rank 0
1066058677,2913726,cudaMalloc,0,1322,169841,169841,0,MPI Rank 0
1068973034,16661,cudaMemset,0,1323,169841,169841,0,MPI Rank 0
1068989965,19437,cudaDeviceSynchronize,0,1324,169841,169841,0,MPI Rank 0
1069009843,1442,cudaStreamSynchronize,0,1325,169841,169841,0,MPI Rank 0
1069011496,1330281,cudaMalloc,0,1326,169841,169841,0,MPI Rank 0
1070342529,10950,cudaMemset,0,1327,169841,169841,0,MPI Rank 0
1070353700,22271,cudaDeviceSynchronize,0,1328,169841,169841,0,MPI Rank 0
1070500163,2695,cudaStreamSynchronize,0,1346,169841,169841,0,MPI Rank 0
1070503108,613154,cudaMalloc,0,1347,169841,169841,0,MPI Rank 0
1071116833,10981,cudaMemset,0,1348,169841,169841,0,MPI Rank 0
1071128044,18685,cudaDeviceSynchronize,0,1349,169841,169841,0,MPI Rank 0
1071147160,1382,cudaStreamSynchronize,0,1350,169841,169841,0,MPI Rank 0
1071148743,1253368,cudaMalloc,0,1351,169841,169841,0,MPI Rank 0
1072402812,10931,cudaMemset,0,1352,169841,169841,0,MPI Rank 0
1072414023,20037,cudaDeviceSynchronize,0,1353,169841,169841,0,MPI Rank 0
1072434511,1533,cudaStreamSynchronize,0,1354,169841,169841,0,MPI Rank 0
1072436245,849464,cudaMalloc,0,1355,169841,169841,0,MPI Rank 0
1073286280,9518,cudaMemset,0,1356,169841,169841,0,MPI Rank 0
1073296028,19437,cudaDeviceSynchronize,0,1357,169841,169841,0,MPI Rank 0
1073315875,1383,cudaStreamSynchronize,0,1358,169841,169841,0,MPI Rank 0
1073317458,1531397,cudaMalloc,0,1359,169841,169841,0,MPI Rank 0
